Celex	Celex	NNP
prevention	prevention	NN
of	of	IN
disorder	disorder	NN
or	or	CC
crime	crime	NN
,	,	,
for	for	IN
the	the	DT
protection	protection	NN
of	of	IN
health	health	NN
or	or	CC
morals	moral	NNS
,	,	,
for	for	IN
the	the	DT
protection	protection	NN
of	of	IN
the	the	DT
reputation	reputation	NN
or	or	CC
rights	right	NNS
of	of	IN
others	other	NNS
,	,	,
for	for	IN
preventing	prevent	VBG
the	the	DT
disclosure	disclosure	NN
of	of	IN
information	information	NN
received	receive	VBN
in	in	IN
confidence	confidence	NN
,	,	,
or	or	NN
for	for	IN
maintaining	maintain	VBG
the	the	DT
authority	authority	NN
and	and	CC
impartiality	impartiality	NN
of	of	IN
the	the	DT
judiciary.	judiciary.	NN
&amp; amp; amp	&amp; amp; amp	NN
;	;	:
#x2019	#x2019	CD
;	;	NN
Pursuant	pursuant	NNP
to	to	NNP
Article 52(3	Article 52(3	CD
)	)	NN
of	of	IN
the	the	DT
Charter(	Charter(	NNP
23	@card@	CD
)	)	NN
,	,	,
the	the	DT
meaning	meaning	NN
and	and	CC
scope	scope	NN
of	of	IN
this	this	DT
right	right	NN
are	be	VBP
the	the	DT
same	same	JJ
as	as	IN
those	those	DT
guaranteed	guarantee	VBN
by	by	IN
the	the	DT
ECHR	ECHR	NNP
.	.	.
The	the	DT
limitations	limitation	NNS
which	which	WDT
may	may	MD
be	be	VB
imposed	impose	VBN
on	on	IN
it	it	PRP
may	may	MD
therefore	therefore	RB
not	not	RB
exceed	exceed	VBD
those	those	DT
provided	provided	VBN
for	for	IN
in	in	IN
Article 10(2	Article 10(2	CD
)	)	NN
of	of	IN
the	the	DT
Convention	convention	NNP
,	,	,
without	without	IN
prejudice	prejudice	NN
to	to	TO
any	any	DT
restrictions	restriction	NNS
which	which	WDT
competition	competition	NN
law	law	NN
of	of	IN
the	the	DT
Union	Union	NNP
may	may	MD
impose	impose	VB
on	on	IN
Member States	Member States	NNS
'	'	POS
right	right	NN
to	to	TO
introduce	introduce	VB
the	the	DT
licensing	licensing	JJ
arrangements	arrangement	NNS
referred	refer	VBD
to	to	TO
in	in	IN
the	the	DT
third	third	JJ
sentence	sentence	NN
of	of	IN
Article 10(1	Article 10(1	CD
)	)	NN
of	of	IN
the	the	DT
ECHR	ECHR	NNP
.	.	.
2.	@ord@	CD
Paragraph 2	Paragraph 2	CD
of	of	IN
this	this	DT
Article	article	NN
spells	spell	VBZ
out	out	IN
the	the	DT
consequences	consequence	NNS
of	of	IN
paragraph 1	paragraph 1	CD
regarding	regard	JJ
freedom	freedom	NN
of	of	IN
the	the	DT
media	medium	NNS
.	.	.
It	it	PRP
is	be	VBZ
based	base	VBN
in	in	IN
particular	particular	JJ
on	on	IN
Court	Court	NNP
of	of	IN
Justice	Justice	NNP
case-law	case-law	NN
regarding	regard	JJ
television	television	NN
,	,	,
particularly	particularly	RB
in	in	IN
case C-288/89	case C-288/89	JJ
(	(	JJ
judgment	judgment	NN
of	of	IN
25 July	25 July	NNP
1991	@card@	CD
,	,	,
Stichting	Stichting	NNP
Collectieve	Collectieve	NNP
Antennevoorziening Gouda	Antennevoorziening Gouda	NNP
and	and	CC
others	other	NNS
[	[	JJ
1991	@card@	CD
]	]	JJ
ECR I-4007	ECR I-4007	CD
)	)	)
,	,	,
and	and	CC
on	on	IN
the	the	DT
Protocol	Protocol	NN
on	on	IN
the	the	DT
system	system	NN
of	of	IN
public	public	JJ
broadcasting	broadcasting	NN
in	in	IN
the	the	DT
Member	Member	NNP
States	States	NNP
annexed	annex	VBD
to	to	TO
the	the	DT
EC	EC	NNP
Treaty	Treaty	NNP
and	and	CC
now	now	RB
to	to	VB
the	the	DT
Constitution	Constitution	NNP
,	,	,
and	and	CC
on	on	IN
Council	Council	NNP
Directive	directive	NNP
89/552/EC	89/552/EC	NNP
(	(	(
particularly	particularly	RB
its	its	PRP$
seventeenth	seventeenth	JJ
recital	recital	NN
)	)	)
.	.	.
24	@card@	CD
)	)	)
Freedom	freedom	NNP
of	of	IN
assembly	assembly	NN
and	and	NNS
of	of	IN
association	association	NN
1.	@ord@	CD
Everyone	Everyone	NNP
has	have	VBZ
the	the	DT
right	right	NN
to	to	TO
freedom	freedom	NN
of	of	IN
peaceful	peaceful	JJ
assembly	assembly	NN
and	and	CC
to	to	NN
freedom	freedom	NN
of	of	IN
association	association	NN
at	at	IN
all	all	DT
levels	level	NNS
,	,	,
in	in	IN
particular	particular	JJ
in	in	IN
political	political	JJ
,	,	NN
trade	trade	NN
union	union	NN
and	and	CC
civic	civic	JJ
matters	matter	NNS
,	,	,
which	which	WDT
implies	imply	VBZ
the	the	DT
right	right	NN
of	of	IN
everyone	everyone	NN
to	to	TO
form	form	VB
and	and	CC
to	to	TO
join	join	VB
trade	trade	NN
unions	union	NNS
for	for	IN
the	the	DT
protection	protection	NN
of	of	IN
his	his	NNS
or	or	CC
her	her	PRP$
interests	interest	NNS
.	.	.
2.	@ord@	CD
Political	political	JJ
parties	party	NNS
at	at	IN
Union	Union	NNP
level	level	NN
contribute	contribute	VBP
to	to	TO
expressing	express	VB
the	the	DT
political	political	JJ
will	will	NN
of	of	IN
the	the	DT
citizens	citizen	NNS
of	of	IN
the	the	DT
Union	Union	NNP
.	.	.
Explanation	explanation	NNP
1.	@ord@	CD
&amp; amp; amp	&amp; amp; amp	NN
;	;	NN
#x2018	#x2018	CD
;	;	NN
1.	@ord@	CD
Everyone	Everyone	NNP
has	have	VBZ
the	the	DT
right	right	NN
to	to	TO
freedom	freedom	NN
of	of	IN
peaceful	peaceful	JJ
assembly	assembly	NN
and	and	CC
to	to	NN
freedom	freedom	NN
of	of	IN
association	association	NN
with	with	IN
others	other	NNS
,	,	,
including	include	IN
the	the	DT
right	right	NN
to	to	TO
form	form	VB
and	and	CC
to	to	TO
join	join	VB
trade	trade	NN
unions	union	NNS
for	for	IN
the	the	DT
protection	protection	NN
of	of	IN
his	his	PRP$
interests	interest	NNS
.	.	.
2.	@ord@	CD
25	@card@	CD
)	)	)
,	,	,
limitations	limitation	NNS
on	on	IN
that	that	DT
right	right	NN
may	may	MD
not	not	RB
exceed	exceed	VB
those	those	DT
considered	consider	VBN
legitimate	legitimate	JJ
by	by	IN
virtue	virtue	NN
of	of	IN
Article 11(2	Article 11(2	CD
)	)	NN
of	of	IN
the	the	DT
ECHR	ECHR	NNP
.	.	.
2.	@ord@	CD
This	this	DT
right	right	NN
is	be	VBZ
also	also	RB
based	base	VBN
on	on	IN
Article 11	Article 11	NNP
of	of	IN
the	the	DT
Community	Community	NNP
Charter	Charter	NNP
of	of	IN
the	the	DT
Fundamental	Fundamental	NNP
Social	Social	NNP
Rights	Rights	NNP
of	of	IN
Workers	Workers	NNP
.	.	.
3.	@ord@	CD
Paragraph 2	Paragraph 2	CD
of	of	IN
this	this	DT
Article	article	NN
corresponds	correspond	VBZ
to	to	TO
Article I-46(4	Article I-46(4	CD
)	)	NN
of	of	IN
the	the	DT
Constitution	Constitution	NNP
.	.	.
26	@card@	CD
)	)	)
Freedom	freedom	NN
of	of	IN
the	the	DT
arts	art	NNS
and	and	CC
sciences	science	NNS
The	the	DT
arts	art	NNS
and	and	CC
scientific	scientific	JJ
research	research	NN
shall	shall	MD
be	be	VB
free	free	JJ
of	of	IN
constraint	constraint	NN
.	.	.
Academic	academic	JJ
freedom	freedom	NN
shall	shall	MD
be	be	VB
respected	respect	VBN
.	.	.
Explanation	explanation	NNP
This	this	DT
right	right	NN
is	be	VBZ
deduced	deduce	VBN
primarily	primarily	RB
from	from	IN
the	the	DT
right	right	NN
to	to	NN
freedom	freedom	NN
of	of	IN
thought	thought	NN
and	and	CC
expression	expression	NN
.	.	.
It	it	PRP
is	be	VBZ
to	to	TO
be	be	VB
exercised	exercise	JJ
having	have	JJ
regard	regard	NN
to	to	TO
Article 1(	Article 1(	VB
27	@card@	CD
)	)	NN
and	and	CC
may	may	MD
be	be	VB
subject	subject	JJ
to	to	TO
the	the	DT
limitations	limitation	NNS
authorised	authorize	VBN
by	by	IN
Article 10	Article 10	CD
of	of	IN
the	the	DT
ECHR	ECHR	NNP
.	.	.
28	@card@	CD
)	)	)
Right	right	NN
to	to	TO
education	education	NN
1.	@ord@	CD
Everyone	Everyone	NNP
has	have	VBZ
the	the	DT
right	right	NN
to	to	TO
education	education	NN
and	and	CC
to	to	TO
have	have	VB
access	access	NN
to	to	TO
vocational	vocational	NN
and	and	CC
continuing	continuing	JJ
training.2	training.2	CD
.	.	.
This	this	DT
right	right	NN
includes	include	VBZ
the	the	DT
possibility	possibility	NN
to	to	TO
receive	receive	VB
free	free	JJ
compulsory	compulsory	JJ
education	education	NN
.	.	.
3.	@ord@	CD
The	the	DT
freedom	freedom	NN
to	to	RB
found	find	JJ
educational	educational	JJ
establishments	establishment	NNS
with	with	IN
due	due	JJ
respect	respect	NN
for	for	IN
democratic	democratic	JJ
principles	principle	NNS
and	and	CC
the	the	DT
right	right	NN
of	of	IN
parents	parent	NNS
to	to	TO
ensure	ensure	VB
the	the	DT
education	education	NN
and	and	CC
teaching	teaching	NN
of	of	IN
their	their	PRP$
children	child	NNS
in	in	IN
conformity	conformity	NN
with	with	IN
their	their	PRP$
religious	religious	NN
,	,	,
philosophical	philosophical	NN
and	and	CC
pedagogical	pedagogical	JJ
convictions	conviction	NNS
shall	shall	MD
be	be	VB
respected	respect	VBN
,	,	,
in	in	IN
accordance	accordance	NN
with	with	IN
the	the	DT
national	national	JJ
laws	law	NNS
governing	govern	VBP
the	the	DT
exercise	exercise	NN
of	of	IN
such	such	JJ
freedom	freedom	NN
and	and	CC
right	right	NN
.	.	.
Explanation	explanation	NNP
1.	@ord@	CD
&amp; amp; amp	&amp; amp; amp	NN
;	;	NN
#x2018	#x2018	CD
;	;	:
No	no	DT
person	person	NN
shall	shall	MD
be	be	VB
denied	deny	VBN
the	the	DT
right	right	NN
to	to	TO
education	education	NN
.	.	.
In	in	IN
the	the	DT
exercise	exercise	NN
of	of	IN
any	any	DT
functions	function	NNS
which	which	WDT
it	it	PRP
assumes	assume	VBZ
in	in	IN
relation	relation	NN
to	to	TO
education	education	NN
and	and	CC
to	to	NN
teaching	teaching	NN
,	,	,
the	the	DT
State	State	NNP
shall	shall	MD
respect	respect	VB
the	the	DT
right	right	NN
of	of	IN
parents	parent	NNS
to	to	TO
ensure	ensure	VB
such	such	JJ
education	education	NN
and	and	CC
teaching	teaching	NN
in	in	IN
conformity	conformity	NN
with	with	IN
their	their	PRP$
own	own	JJ
religious	religious	NN
and	and	CC
philosophical	philosophical	JJ
convictions.	convictions.	NN
&amp; amp; amp	&amp; amp; amp	NN
;	;	:
#x2019	#x2019	CD
;	;	NN
It	it	PRP
was	be	VBD
considered	consider	VBN
useful	useful	JJ
to	to	TO
extend	extend	VB
this	this	DT
article	article	NN
to	to	VBZ
access	access	NN
to	to	TO
vocational	vocational	NN
and	and	CC
continuing	continuing	JJ
training	training	NN
(	(	(
see	see	JJ
point	point	NN
15	@card@	CD
of	of	IN
the	the	DT
Community	Community	NNP
Charter	Charter	NNP
of	of	IN
the	the	DT
Fundamental	Fundamental	NNP
Social	Social	NNP
Rights	Rights	NNP
of	of	IN
Workers	Workers	NNP
and	and	CC
Article 10	Article 10	CD
of	of	IN
the	the	DT
Social	Social	NNP
Charter	Charter	NNP
)	)	)
and	and	VBD
to	to	TO
add	add	VB
the	the	DT
principle	principle	NN
of	of	IN
free	free	JJ
compulsory	compulsory	JJ
education	education	NN
.	.	.
As	as	IN
it	it	PRP
is	be	VBZ
worded	word	VBN
,	,	,
the	the	DT
latter	latter	JJ
principle	principle	NN
merely	merely	RB
implies	imply	VBD
that	that	JJ
as	as	IN
regards	regard	JJ
compulsory	compulsory	JJ
education	education	NN
,	,	,
each	each	DT
child	child	NN
has	have	VBZ
the	the	DT
possibility	possibility	NN
of	of	IN
attending	attend	VBG
an	an	DT
establishment	establishment	NN
which	which	WDT
offers	offer	VBZ
free	free	JJ
education	education	NN
.	.	.
It	it	PRP
does	do	VBZ
not	not	RB
require	require	VB
all	all	DT
establishments	establishment	NNS
which	which	WDT
provide	provide	VBP
education	education	NN
or	or	CC
vocational	vocational	NN
and	and	CC
continuing	continuing	JJ
training	training	NN
,	,	,
in	in	IN
particular	particular	JJ
private	private	JJ
ones	one	NNS
,	,	,
to	to	TO
be	be	VB
free	free	JJ
of	of	IN
charge	charge	NN
.	.	.
Nor	nor	CC
does	do	VBZ
it	it	PRP
exclude	exclude	VB
certain	certain	JJ
specific	specific	JJ
forms	form	NNS
of	of	IN
education	education	NN
having	have	VBG
to	to	TO
be	be	VB
paid	pay	VBN
for	for	IN
,	,	NN
if	if	IN
the	the	DT
State	State	NN
takes	take	VBZ
measures	measure	VBZ
to	to	TO
grant	grant	VB
financial	financial	JJ
compensation	compensation	NN
.	.	.
Insofar	insofar	NNP
as	as	IN
the	the	DT
Charter	Charter	NNP
applies	apply	VBZ
to	to	TO
the	the	DT
Union	Union	NNP
,	,	,
this	this	DT
means	means	VBZ
that	that	IN
in	in	IN
its	its	PRP$
training	training	NN
policies	policy	NNS
the	the	DT
Union	Union	NNP
must	must	MD
respect	respect	VB
free	free	JJ
compulsory	compulsory	JJ
education	education	NN
,	,	,
but	but	CC
this	this	DT
does	do	VBZ
not	not	RB
,	,	,
of	of	IN
course	course	NN
,	,	,
create	create	VB
new	new	JJ
powers	power	NNS
.	.	.
Regarding	regard	VBG
the	the	DT
right	right	NN
of	of	IN
parents	parent	NNS
,	,	,
it	it	PRP
must	must	MD
be	be	VB
interpreted	interpret	VBN
in	in	IN
conjunction	conjunction	NN
with	with	IN
the	the	DT
provisions	provision	NNS
of	of	IN
Article 24(	Article 24(	CD
29	@card@	CD
).	).	NN
2.	@ord@	CD
Freedom	freedom	NN
to	to	TO
found	find	VB
public	public	JJ
or	or	CC
private	private	JJ
educational	educational	NN
establishments	establishment	RB
is	be	VBZ
guaranteed	guarantee	VBN
as	as	IN
one	one	NN
of	of	IN
the	the	DT
aspects	aspect	NNS
of	of	IN
freedom	freedom	NN
to	to	TO
conduct	conduct	VB
a	a	DT
business	business	NN
but	but	CC
it	it	PRP
is	be	VBZ
limited	limited	VBN
by	by	IN
respect	respect	NN
for	for	IN
democratic	democratic	JJ
principles	principle	NNS
and	and	CC
is	be	VBZ
exercised	exercise	VBN
in	in	IN
accordance	accordance	NN
with	with	IN
the	the	DT
arrangements	arrangement	NNS
defined	define	VBN
by	by	IN
national	national	JJ
legislation	legislation	NN
.	.	.
30	@card@	CD
)	)	)
Freedom	freedom	NN
to	to	TO
choose	choose	VB
an	an	DT
occupation	occupation	NN
and	and	CC
right	right	NN
to	to	TO
engage	engage	VB
in	in	IN
work	work	NN
1.	@ord@	CD
Everyone	Everyone	NNP
has	have	VBZ
the	the	DT
right	right	NN
to	to	TO
engage	engage	VB
in	in	IN
work	work	NN
and	and	CC
to	to	TO
pursue	pursue	VB
a	a	DT
freely	freely	RB
chosen	choose	VBN
or	or	CC
accepted	accept	VBN
occupation.2	occupation.2	CD
.	.	.
Every	every	DT
citizen	citizen	NN
of	of	IN
the	the	DT
Union	Union	NNP
has	have	VBZ
the	the	DT
freedom	freedom	NN
to	to	TO
seek	seek	VB
employment	employment	NN
,	,	NN
to	to	TO
work	work	VB
,	,	NN
to	to	TO
exercise	exercise	VB
the	the	DT
right	right	NN
of	of	IN
establishment	establishment	NN
and	and	CC
to	to	TO
provide	provide	VB
services	service	NNS
in	in	IN
any	any	DT
Member	Member	NNP
State	State	NNP
.	.	.
3.	@ord@	CD
Nationals	national	NNP
of	of	IN
third	third	JJ
countries	country	NNS
who	who	WP
are	be	VBP
authorised	authorize	VBN
to	to	TO
work	work	VB
in	in	IN
the	the	DT
territories	territory	NNS
of	of	IN
the	the	DT
Member	Member	NNP
States	States	NNP
are	be	VBP
entitled	entitle	VBN
to	to	TO
working	work	JJ
conditions	condition	NNS
equivalent	equivalent	NN
to	to	TO
those	those	DT
of	of	IN
citizens	citizen	NNS
of	of	IN
the	the	DT
Union	Union	NNP
.	.	.
Explanation	explanation	NNP
Freedom	freedom	NN
to	to	TO
choose	choose	VB
an	an	DT
occupation	occupation	NN
,	,	,
as	as	IN
enshrined	enshrine	VBN
in	in	IN
Article 15(1)(	Article 15(1)(	NNP
30	@card@	CD
)	)	NN
,	,	,
is	be	VBZ
recognised	recognize	VBN
in	in	IN
Court	Court	NNP
of	of	IN
Justice	Justice	NNP
case-law	case-law	NN
(	(	(
see	see	VB
inter	inter	JJ
alia	alia	NN
judgment	judgment	NN
of	of	IN
14 May	14 May	NNP
1974	@card@	CD
,	,	,
Case 4/73	Case 4/73	NNP
Nold	Nold	NNP
[	[	NNP
1974	@card@	CD
]	]	VBD
ECR 491	ECR 491	CD
,	,	,
paragraphs 12	paragraphs 12	CD
to	to	TO
14	@card@	CD
of	of	IN
the	the	DT
grounds	ground	NNS
;	;	JJ
judgment	judgment	NN
of	of	IN
13 December	13 December	NNP
1979	@card@	CD
,	,	,
Case 44/79	Case 44/79	NNP
Hauer	Hauer	NNP
[	[	VBD
1979	@card@	CD
]	]	VBD
ECR 3727	ECR 3727	CD
;	;	JJ
judgment	judgment	NN
of	of	IN
8 October	8 October	NNP
1986	@card@	CD
,	,	,
Case 234/85	Case 234/85	NNP
Keller	Keller	NNP
[	[	NNP
1986	@card@	CD
]	]	NNP
ECR 2897	ECR 2897	CD
,	,	,
paragraph 8	paragraph 8	CD
of	of	IN
the	the	DT
grounds	ground	NNS
)	)	)
.	.	.
This	this	DT
paragraph	paragraph	NN
also	also	RB
draws	draw	VBZ
upon	upon	IN
Article 1(2	Article 1(2	CD
)	)	NN
of	of	IN
the	the	DT
European	European	NNP
Social	Social	NNP
Charter	Charter	NNP
,	,	,
which	which	WDT
was	be	VBD
signed	sign	VBN
on	on	IN
18 October	18 October	NNP
1961	@card@	CD
and	and	CC
has	have	VBZ
been	be	VBN
ratified	ratify	VBN
by	by	IN
all	all	PDT
the	the	DT
Member	Member	NNP
States	States	NNP
,	,	,
and	and	CC
on	on	IN
point 4	point 4	CD
of	of	IN
the	the	DT
Community	Community	NNP
Charter	Charter	NNP
of	of	IN
the	the	DT
Fundamental	Fundamental	NNP
Social	Social	NNP
Rights	Rights	NNP
of	of	IN
Workers	Workers	NNS
of	of	IN
9 December	9 December	JJ
1989	@card@	CD
.	.	.
The	the	DT
expression	expression	NN
&amp; amp; amp	&amp; amp; amp	NN
;	;	NN
#x2018	#x2018	CD
;	;	JJ
working	work	NN
conditions	condition	NNS
&amp; amp; amp	&amp; amp; amp	VBP
;	;	JJ
#x2019	#x2019	CD
;	;	NN
is	be	VBZ
to	to	TO
be	be	VB
understood	understand	VBN
in	in	IN
the	the	DT
sense	sense	NN
of	of	IN
Article III-213	Article III-213	JJ
of	of	IN
the	the	DT
Constitution	Constitution	NNP
.	.	.
Paragraph 2	Paragraph 2	JJ
deals	deal	NNS
with	with	IN
the	the	DT
three	three	CD
freedoms	freedom	NNS
guaranteed	guarantee	VBN
by	by	IN
Articles I-4	Articles I-4	NNP
and	and	CC
III-133	III-133	NNP
,	,	,
III-137	III-137	NNP
and	and	CC
III-144	III-144	NNP
of	of	IN
the	the	DT
Constitution	Constitution	NNP
,	,	,
namely	namely	RB
freedom	freedom	NN
of	of	IN
movement	movement	NN
for	for	IN
workers	worker	NNS
,	,	,
freedom	freedom	NN
of	of	IN
establishment	establishment	NN
and	and	CC
freedom	freedom	NN
to	to	TO
provide	provide	VB
services	service	NNS
.	.	.
Paragraph 3	Paragraph 3	NNP
has	have	VBZ
been	be	VBN
based	base	VBN
on	on	IN
TEC	tec	NNP
Article 137(3	Article 137(3	NNP
)	)	)
,	,	,
fourth	fourth	JJ
indent	indent	NN
,	,	,
now	now	RB
replaced	replace	VBN
by	by	IN
Article III-210(1)(g	Article III-210(1)(g	JJ
)	)	NN
of	of	IN
the	the	DT
Constitution	Constitution	NNP
,	,	,
and	and	CC
on	on	IN
Article 19(4	Article 19(4	CD
)	)	NN
of	of	IN
the	the	DT
European	European	NNP
Social	Social	NNP
Charter	Charter	NNP
signed	sign	VBD
on	on	IN
18 October	18 October	NNP
1961	@card@	CD
and	and	CC
ratified	ratify	VBN
by	by	IN
all	all	PDT
the	the	DT
Member	Member	NNP
States	States	NNP
.	.	.
Article 52(2	Article 52(2	CD
)	)	NN
of	of	IN
the	the	DT
Charter(	Charter(	NNP
31	@card@	CD
)	)	NN
is	be	VBZ
therefore	therefore	JJ
applicable	applicable	NN
.	.	.
The	the	DT
question	question	NN
of	of	IN
recruitment	recruitment	NN
of	of	IN
seamen	seaman	NN
having	have	VBG
the	the	DT
nationality	nationality	NN
of	of	IN
third	third	JJ
States	state	NNP
for	for	IN
the	the	DT
crews	crew	NNS
of	of	IN
vessels	vessel	NNS
flying	fly	VBG
the	the	DT
flag	flagstone	NN
of	of	IN
a	a	DT
Member	Member	NNP
State	State	NNP
of	of	IN
the	the	DT
Union	Union	NNP
is	be	VBZ
governed	govern	VBN
by	by	IN
Union	Union	NNP
law	law	NN
and	and	CC
national	national	JJ
legislation	legislation	NN
and	and	CC
practice	practice	NN
.	.	.
32	@card@	CD
)	)	)
Freedom	freedom	NN
to	to	TO
conduct	conduct	VB
a	a	DT
business	business	NN
The	the	DT
freedom	freedom	NN
to	to	TO
conduct	conduct	VB
a	a	DT
business	business	NN
in	in	IN
accordance	accordance	NN
with	with	IN
Union	Union	NNP
law	law	NN
and	and	CC
national	national	JJ
laws	law	NNS
and	and	CC
practices	practice	NNS
is	be	VBZ
recognised	recognize	VBN
.	.	.
Explanation	explanation	NNP
This	this	DT
Article	article	NN
is	be	VBZ
based	base	VBN
on	on	IN
Court	Court	NNP
of	of	IN
Justice	Justice	NNP
case-law	case-law	NN
which	which	WDT
has	have	VBZ
recognised	recognize	VBN
freedom	freedom	NN
to	to	TO
exercise	exercise	VB
an	an	DT
economic	economic	JJ
or	or	CC
commercial	commercial	JJ
activity	activity	NN
(	(	(
see	see	JJ
judgments	judgment	NNS
of	of	IN
14 May	14 May	NNP
1974	@card@	CD
,	,	,
Case 4/73	Case 4/73	NNP
Nold	Nold	NNP
[	[	NNP
1974	@card@	CD
]	]	VBD
ECR 491	ECR 491	CD
,	,	,
paragraph 14	paragraph 14	CD
of	of	IN
the	the	DT
grounds	ground	NNS
,	,	,
and	and	CC
of	of	IN
27 September	27 September	NNP
1979	@card@	CD
,	,	,
Case 230-78	Case 230-78	NNP
SPA Eridiana	SPA Eridiana	NNP
and	and	CC
others	other	NNS
[	[	VBD
1979	@card@	CD
]	]	NNP
ECR 2749	ECR 2749	NNP
,	,	,
paragraphs 20	paragraphs 20	CD
and	and	CC
31	@card@	CD
of	of	IN
the	the	DT
grounds	ground	NNS
)	)	NN
and	and	CC
freedom	freedom	NN
of	of	IN
contract	contract	NN
(	(	(
see	see	VB
inter	inter	JJ
alia	alia	NN
Sukkerfabriken	Sukkerfabriken	NNP
Nykøbing	Nykøbing	NNP
judgment	judgment	NN
,	,	,
Case 151/78	Case 151/78	NNP
[	[	VBD
1979	@card@	CD
]	]	NNP
ECR 1	ECR 1	NNP
,	,	,
paragraph 19	paragraph 19	CD
of	of	IN
the	the	DT
grounds	ground	NNS
,	,	,
and	and	CC
judgment	judgment	NN
of	of	IN
5 October	5 October	NNP
1999	@card@	CD
,	,	,
C-240/97	C-240/97	JJ
Spain	Spain	NNP
v	v	NNP
Commission	Commission	NNP
,	,	,
[	[	NNP
1999	@card@	CD
]	]	VBD
ECR	ECR	NNP
I-6571	I-6571	NNP
,	,	,
paragraph 99	paragraph 99	CD
of	of	IN
the	the	DT
grounds	ground	NNS
)	)	)
and	and	CC
Article I-3(2	Article I-3(2	JJ
)	)	NN
of	of	IN
the	the	DT
Constitution	Constitution	NNP
,	,	,
which	which	WDT
recognises	recognize	VBZ
free	free	JJ
competition	competition	NN
.	.	.
Of	of	IN
course	course	NN
,	,	,
this	this	DT
right	right	NN
is	be	VBZ
to	to	TO
be	be	VB
exercised	exercise	VBN
with	with	IN
respect	respect	NN
for	for	IN
Union	Union	NNP
law	law	NN
and	and	CC
national	national	JJ
legislation	legislation	NN
.	.	.
It	it	PRP
may	may	MD
be	be	VB
subject	subject	JJ
to	to	TO
the	the	DT
limitations	limitation	NNS
provided	provided	VBD
for	for	IN
in	in	IN
Article 52(1	Article 52(1	CD
)	)	NN
of	of	IN
the	the	DT
Charter(	Charter(	NNP
33	@card@	CD
).	).	NN
34	@card@	CD
)	)	)
Right	right	RB
to	to	TO
property	property	NN
1.	@ord@	CD
Everyone	Everyone	NNP
has	have	VBZ
the	the	DT
right	right	NN
to	to	TO
own	own	VB
,	,	JJ
use	use	NN
,	,	,
dispose	dispose	NN
of	of	NN
and	and	CC
bequeath	bequeath	NN
his	his	NNS
or	or	CC
her	her	PRP$
lawfully	lawfully	RB
acquired	acquire	VBN
possessions	possession	NNS
.	.	.
No	no	DT
one	one	NN
may	may	MD
be	be	VB
deprived	deprive	VBN
of	of	IN
his	his	NNS
or	or	CC
her	her	PRP$
possessions	possession	NNS
,	,	,
except	except	IN
in	in	IN
the	the	DT
public	public	JJ
interest	interest	NN
and	and	CC
in	in	IN
the	the	DT
cases	case	NNS
and	and	CC
under	under	IN
the	the	DT
conditions	condition	NNS
provided	provided	VBD
for	for	IN
by	by	JJ
law	law	NN
,	,	,
subject	subject	JJ
to	to	TO
fair	fair	JJ
compensation	compensation	NN
being	being	VBG
paid	pay	VBN
in	in	IN
good	good	JJ
time	time	NN
for	for	IN
their	their	PRP$
loss	loss	NN
.	.	.
The	the	DT
use	use	NN
of	of	IN
